Order ID,First_name,Last_name,Email,Gender,Product,Product Category,Amount in dollars,Gender Category,Reclassified Category
71.0,Any,Jago,ajago1y@hatena.ne.jp,Male,iPhone,Laptop,955.87,Male,Smart Devices
72.0,Susie,Grimsdell,sgrimsdell1z@yellowpages.com,Female,Sony PlayStation,Health,1482.36,Female,Gaming
73.0,Malva,Bummfrey,mbummfrey20@amazonaws.com,Non-binary,Samsung Galaxy,mobile accesories,1218.07,Others,Smart Devices
74.0,Harlene,Shoppee,hshoppee21@scribd.com,Female,MacBook Pro,Laptop,946.55,Female,Laptop
75.0,Mitchael,Venour,mvenour22@cdbaby.com,Male,Nike Air Max,Fashion,898.14,Male,Fashion
Missing_75,Nathan,Balderson,nbalderson23@nih.gov,Male,Fitbit Charge,mobile accesories,1474.0,Male,Smart Devices
77.0,Jacques,Fincham,jfincham24@craigslist.org,Male,Fitbit Charge,Health,352.27,Male,Smart Devices
78.0,Giselbert,Marquot,gmarquot25@soundcloud.com,Male,Nike Air Max,mobile accesories,986.79,Male,Fashion
79.0,Beverlee,St Pierre,bstpierre26@berkeley.edu,Female,GoPro Hero,Laptop,559.54,Female,Camera
80.0,Tobin,Leefe,tleefe27@google.com.br,Male,Amazon Echo,Gaming,1274.43,Male,Smart Devices
81.0,Garald,Coling,gcoling28@wiley.com,Male,Nike Air Max,Fashion,1061.63,Male,Fashion
82.0,Joanne,McCullum,jmccullum29@cisco.com,Female,Fitbit Charge,Gaming,757.65,Female,Smart Devices
83.0,Reinhard,Petrello,rpetrello2a@google.nl,Male,iPhone,Gaming,205.32,Male,Smart Devices
84.0,Lutero,Taberner,ltaberner2b@tinyurl.com,Male,Fitbit Charge,Laptop,343.31,Male,Smart Devices
85.0,Jackelyn,Bucknall,jbucknall2c@apple.com,Female,Fitbit Charge,Health,1098.15,Female,Smart Devices
86.0,Jeramey,Truckell,jtruckell2d@sfgate.com,Male,Sony PlayStation,Mobiles,1457.79,Male,Gaming
88.0,Cordula,Manssuer,cmanssuer2f@ucla.edu,Female,Sony PlayStation,Gaming,1006.2,Female,Gaming
89.0,Budd,Nockles,bnockles2g@liveinternet.ru,Male,Sony PlayStation,Health,1098.78,Male,Gaming
90.0,Maximo,Lacaze,mlacaze2h@jalbum.net,Non-binary,Nike Air Max,Gaming,743.21,Others,Fashion
91.0,Yorgos,Heyworth,yheyworth2i@sourceforge.net,Male,Fitbit Charge,Laptop,266.32,Male,Smart Devices
92.0,Rudie,Murphy,rmurphy2j@topsy.com,Male,iPhone,Fashion,805.45,Male,Smart Devices
93.0,Justinian,Prier,jprier2k@hao123.com,Male,Samsung Galaxy,Gaming,193.16,Male,Smart Devices
94.0,Lynette,Eberst,leberst2l@vimeo.com,Female,Samsung Galaxy,Gaming,985.03,Female,Smart Devices
95.0,Natalina,McPhelimy,nmcphelimy2m@economist.com,Female,Sony PlayStation,Mobiles,473.79,Female,Gaming
97.0,Giraldo,Joslin,gjoslin2o@tinypic.com,Genderqueer,Samsung Galaxy,Mobiles,627.83,Others,Smart Devices
98.0,Constantine,Lighton,clighton2p@guardian.co.uk,Female,Nike Air Max,Gaming,715.16,Female,Fashion
99.0,Peyton,Muff,pmuff2q@cdc.gov,Male,Sony PlayStation,mobile accesories,44.71,Male,Gaming
100.0,Alisander,Blare,ablare2r@hugedomains.com,Male,Nike Air Max,Gaming,446.64,Male,Fashion
101.0,Wilbur,Baton,wbaton2s@dyndns.org,Male,Sony PlayStation,Laptop,126.6,Male,Gaming
102.0,Denys,Mathonnet,dmathonnet2t@joomla.org,Unknown,Nintendo Switch,Health,203.97,Others,Gaming
103.0,Giovanna,Beazey,gbeazey2u@godaddy.com,Agender,Fitbit Charge,Gaming,682.93,Others,Smart Devices
104.0,Nelli,Aubrey,naubrey2v@shop-pro.jp,Female,Amazon Echo,Gaming,1006.18,Female,Smart Devices
105.0,Pammi,Karle,pkarle2w@histats.com,Female,Nike Air Max,mobile accesories,1081.13,Female,Fashion
106.0,Lorenza,Baldassi,lbaldassi2x@geocities.jp,Female,Nike Air Max,Gaming,607.94,Female,Fashion
107.0,Denney,Weyland,dweyland2y@weibo.com,Male,iPhone,Gaming,795.03,Male,Smart Devices
108.0,Gilbertine,Kulicke,gkulicke2z@jugem.jp,Female,Fitbit Charge,Health,1315.05,Female,Smart Devices
109.0,Maegan,McGuiney,mmcguiney30@reddit.com,Genderqueer,Fitbit Charge,Gaming,995.42,Others,Smart Devices
110.0,Noellyn,Eskell,neskell31@1688.com,Non-binary,Fitbit Charge,Gaming,1206.92,Others,Smart Devices
111.0,Martyn,Kemston,mkemston32@joomla.org,Male,Fitbit Charge,Gaming,819.33,Male,Smart Devices
112.0,Terra,Ollis,tollis33@apache.org,Female,Nike Air Max,Laptop,1425.99,Female,Fashion
113.0,Joana,Bowshire,jbowshire34@sogou.com,Female,Canon EOS,Health,1463.15,Female,Camera
115.0,Rena,Rossetti,rrossetti36@slashdot.org,Female,Amazon Echo,Laptop,1400.62,Female,Smart Devices
116.0,Jessee,Keasy,jkeasy37@barnesandnoble.com,Male,Nike Air Max,Fashion,301.65,Male,Fashion
117.0,Arline,Sibson,asibson38@ucoz.com,Female,Nike Air Max,mobile accesories,565.03,Female,Fashion
118.0,Ricky,Dunguy,rdunguy39@arizona.edu,Unknown,Nike Air Max,Gaming,831.54,Others,Fashion
119.0,Jobyna,Haggard,jhaggard3a@t.co,Female,Nike Air Max,Health,51.37,Female,Fashion
120.0,Lancelot,Bocke,lbocke3b@cbc.ca,Male,Nike Air Max,Fashion,109.44,Male,Fashion
121.0,Tootsie,Tague,ttague3c@ca.gov,Female,iPhone,Fashion,753.15,Female,Smart Devices
122.0,Barbi,Walklott,bwalklott3d@ovh.net,Female,Nike Air Max,Gaming,212.66,Female,Fashion
124.0,Arlie,Jenkyn,ajenkyn3f@ycombinator.com,Female,MacBook Pro,Fashion,61.54,Female,Laptop
125.0,Lillian,Kroon,lkroon3g@mayoclinic.com,Female,iPhone,mobile accesories,755.13,Female,Smart Devices
126.0,Ivie,Peplaw,ipeplaw3h@gmpg.org,Female,Amazon Echo,Gaming,156.32,Female,Smart Devices
127.0,Ferdinand,Tatam,ftatam3i@ed.gov,Male,Sony PlayStation,Health,1230.55,Male,Gaming
128.0,d,Chmiel,dchmiel3j@harvard.edu,Male,Samsung Galaxy,Fashion,529.22,Male,Smart Devices
129.0,Nikolas,McCulloch,nmcculloch3k@elpais.com,Male,Fitbit Charge,Gaming,1389.15,Male,Smart Devices
130.0,Lucretia,Corps,lcorps3l@paypal.com,Female,Amazon Echo,Laptop,374.92,Female,Smart Devices
131.0,Mattias,Filippello,mfilippello3m@ovh.net,Male,Sony PlayStation,Mobiles,512.87,Male,Gaming
132.0,Sargent,Galtone,sgaltone3n@smugmug.com,Non-binary,Amazon Echo,Laptop,636.35,Others,Smart Devices
133.0,Lindsey,Coope,lcoope3o@youtu.be,Polygender,iPhone,Laptop,223.81,Others,Smart Devices
134.0,Victoir,Hobbema,vhobbema3p@list-manage.com,Male,GoPro Hero,Fashion,844.85,Male,Camera
135.0,Farrel,Landsbury,flandsbury3q@boston.com,Male,Samsung Galaxy,Health,817.52,Male,Smart Devices
136.0,Horton,Headford,hheadford3r@symantec.com,Male,Sony PlayStation,Mobiles,65.38,Male,Gaming
Missing_136,Chaunce,Shine,cshine3s@nytimes.com,Male,Samsung Galaxy,Gaming,855.02,Male,Smart Devices
138.0,Raymund,Effnert,reffnert3t@jigsy.com,Male,MacBook Pro,Fashion,1260.36,Male,Laptop
139.0,Tabb,Flacknoe,tflacknoe3u@nps.gov,Male,Fitbit Charge,Gaming,253.08,Male,Smart Devices
141.0,Naomi,Gildersleaves,ngildersleaves3w@tinyurl.com,Female,Sony PlayStation,Mobiles,284.71,Female,Gaming
142.0,Fannie,Goodbarr,fgoodbarr3x@sakura.ne.jp,Female,Sony PlayStation,Laptop,686.73,Female,Gaming
143.0,Charlean,Bonifazio,cbonifazio3y@nasa.gov,Female,Nike Air Max,Gaming,1136.7,Female,Fashion
144.0,Frederique,Maggill'Andreis,fmaggillandreis3z@census.gov,Polygender,Nintendo Switch,Fashion,1194.9,Others,Gaming
145.0,Deina,Shrimpling,dshrimpling40@google.fr,Female,MacBook Pro,Gaming,1091.12,Female,Laptop
146.0,Mathian,Trenholme,mtrenholme41@nih.gov,Bigender,Sony PlayStation,Laptop,401.82,Others,Gaming
147.0,Karolina,Allred,kallred42@livejournal.com,Female,Canon EOS,mobile accesories,452.77,Female,Camera
148.0,Delaney,Strelitzki,dstrelitzki43@irs.gov,Male,Sony PlayStation,Laptop,529.52,Male,Gaming
150.0,Michelle,Sleightholm,msleightholm45@google.com.au,Bigender,MacBook Pro,Mobiles,138.36,Others,Laptop
151.0,Mirna,Goldney,mgoldney46@narod.ru,Female,Amazon Echo,Fashion,232.42,Female,Smart Devices
152.0,Hermine,Yule,hyule47@omniture.com,Female,Fitbit Charge,Laptop,71.1,Female,Smart Devices
153.0,Rick,Lesper,rlesper48@tmall.com,Male,Sony PlayStation,Gaming,799.82,Male,Gaming
154.0,Doria,Lackner,dlackner49@sfgate.com,Female,Nike Air Max,mobile accesories,1394.7,Female,Fashion
155.0,Rodger,Butte,rbutte4a@samsung.com,Male,Samsung Galaxy,mobile accesories,793.57,Male,Smart Devices
157.0,Rosina,Rutt,rrutt4c@qq.com,Unknown,Sony PlayStation,Mobiles,614.3,Others,Gaming
158.0,Kerrin,Bushby,kbushby4d@imageshack.us,Female,Nike Air Max,Mobiles,800.77,Female,Fashion
Missing_158,Consalve,Cominetti,ccominetti4e@cbsnews.com,Male,MacBook Pro,Laptop,1218.79,Male,Laptop
160.0,Lenee,Crasswell,lcrasswell4f@gov.uk,Female,Sony PlayStation,Gaming,1156.56,Female,Gaming
161.0,Dionne,Fitzer,dfitzer4g@economist.com,Female,Amazon Echo,mobile accesories,221.83,Female,Smart Devices
162.0,Caron,McLenahan,cmclenahan4h@blogger.com,Bigender,Amazon Echo,Mobiles,694.31,Others,Smart Devices
163.0,Daisi,Duckerin,dduckerin4i@jalbum.net,Female,Sony PlayStation,Laptop,1218.18,Female,Gaming
164.0,Dionisio,Voss,dvoss4j@marriott.com,Male,Amazon Echo,mobile accesories,1409.6,Male,Smart Devices
165.0,Marsiella,Elia,melia4k@sakura.ne.jp,Female,Fitbit Charge,Mobiles,1224.7,Female,Smart Devices
166.0,Andres,Downes,adownes4l@google.pl,Male,Fitbit Charge,Gaming,513.44,Male,Smart Devices
167.0,Danie,Grzelczak,dgrzelczak4m@cloudflare.com,Male,Fitbit Charge,Laptop,196.53,Male,Smart Devices
168.0,Pedro,Piperley,ppiperley4n@list-manage.com,Male,Sony PlayStation,Health,412.36,Male,Gaming
169.0,Beaufort,Viccars,bviccars4o@sina.com.cn,Genderqueer,Nike Air Max,Mobiles,1221.57,Others,Fashion
170.0,Jen,Soffe,jsoffe4p@mail.ru,Female,Nike Air Max,Health,796.13,Female,Fashion
171.0,Andrea,Collcutt,acollcutt4q@nationalgeographic.com,Male,Sony PlayStation,Fashion,237.04,Male,Gaming
172.0,Darb,Grinvalds,dgrinvalds4r@elpais.com,Unknown,Nike Air Max,Health,795.81,Others,Fashion
Missing_172,a,Cowterd,acowterd4s@github.com,Polygender,Sony PlayStation,Gaming,1001.39,Others,Gaming
174.0,Gris,Clifforth,gclifforth4t@ed.gov,Male,Samsung Galaxy,Health,1467.2,Male,Smart Devices
175.0,Anatola,Emblen,aemblen4u@myspace.com,Female,Nike Air Max,Fashion,1486.71,Female,Fashion
176.0,Pepito,Cron,pcron4v@samsung.com,Male,Sony PlayStation,Gaming,1194.66,Male,Gaming
177.0,Lynda,Silverthorne,lsilverthorne4w@upenn.edu,Bigender,Sony PlayStation,Gaming,898.27,Others,Gaming
178.0,Tammy,Suggett,tsuggett4x@google.com,Male,Fitbit Charge,Mobiles,1139.92,Male,Smart Devices
179.0,Fionnula,Trayling,ftrayling4y@netlog.com,Female,Sony PlayStation,Health,646.01,Female,Gaming
180.0,Klemens,Pimlott,kpimlott4z@cdc.gov,Polygender,Sony PlayStation,Fashion,1115.91,Others,Gaming
181.0,Bili,Braidon,bbraidon50@wikispaces.com,Female,Sony PlayStation,Laptop,1150.05,Female,Gaming
182.0,Deane,Glading,dglading51@mit.edu,Male,Nike Air Max,Fashion,242.47,Male,Fashion
183.0,Sheffie,Kenworthey,skenworthey52@imdb.com,Male,Sony PlayStation,Laptop,556.13,Male,Gaming
Missing_183,Laurie,Ivakhin,livakhin53@kickstarter.com,Female,Nintendo Switch,Gaming,520.26,Female,Gaming
185.0,Peyter,Giorgi,pgiorgi54@w3.org,Male,Sony PlayStation,Fashion,1151.39,Male,Gaming
186.0,Eberto,Frede,efrede55@cisco.com,Male,Nike Air Max,Mobiles,1034.28,Male,Fashion
187.0,Page,Grindell,pgrindell56@ask.com,Male,Sony PlayStation,Mobiles,1380.62,Male,Gaming
188.0,Allianora,Cunney,acunney57@harvard.edu,Female,Amazon Echo,Gaming,403.82,Female,Smart Devices
189.0,Guendolen,Cornford,gcornford58@instagram.com,Female,Sony PlayStation,Gaming,1086.25,Female,Gaming
190.0,Desmund,Accomb,daccomb59@cdc.gov,Male,Nike Air Max,Fashion,887.5,Male,Fashion
Missing_190,Alexis,Catcherside,acatcherside5a@hatena.ne.jp,Female,Amazon Echo,mobile accesories,1211.29,Female,Smart Devices
192.0,Annabela,Woodrow,awoodrow5b@behance.net,Female,Sony PlayStation,Fashion,697.68,Female,Gaming
194.0,Bartholemy,Carley,bcarley5d@google.it,Polygender,Amazon Echo,Health,684.16,Others,Smart Devices
195.0,Chester,Greiswood,cgreiswood5e@diigo.com,Male,MacBook Pro,Health,710.35,Male,Laptop
196.0,Rebekah,Masse,rmasse5f@slashdot.org,Genderfluid,Nike Air Max,Fashion,801.9,Others,Fashion
197.0,Jewel,Clamp,jclamp5g@dagondesign.com,Genderqueer,Amazon Echo,Gaming,830.02,Others,Smart Devices
198.0,Derk,Balnave,dbalnave5h@parallels.com,Male,Sony PlayStation,mobile accesories,319.67,Male,Gaming
199.0,Dori,Paice,dpaice5i@mayoclinic.com,Female,Sony PlayStation,Gaming,877.81,Female,Gaming
200.0,Raffarty,Ziemecki,rziemecki5j@nih.gov,Male,Amazon Echo,Fashion,44.23,Male,Smart Devices
Missing_200,Maurie,Hallows,mhallows5k@flickr.com,Male,Samsung Galaxy,Fashion,405.35,Male,Smart Devices
202.0,Cheri,Duplock,cduplock5l@blogtalkradio.com,Female,GoPro Hero,Gaming,556.58,Female,Camera
203.0,Saloma,Marishenko,smarishenko5m@jigsy.com,Female,MacBook Pro,Health,1002.05,Female,Laptop
204.0,Marjy,Colin,mcolin5n@scientificamerican.com,Genderfluid,Sony PlayStation,Laptop,612.28,Others,Gaming
205.0,Dominik,Wardley,dwardley5o@netvibes.com,Unknown,Fitbit Charge,Laptop,193.42,Others,Smart Devices
206.0,Derrick,Menault,dmenault5p@hao123.com,Male,Sony PlayStation,Laptop,282.27,Male,Gaming
207.0,Roosevelt,Luten,rluten5q@umich.edu,Male,GoPro Hero,mobile accesories,477.86,Male,Camera
209.0,Boycie,Cheer,bcheer5s@vk.com,Male,Fitbit Charge,Health,361.21,Male,Smart Devices
210.0,Christel,Sizeland,csizeland5t@ovh.net,Female,Nike Air Max,Health,845.02,Female,Fashion
211.0,Corina,Fulford,cfulford5u@sakura.ne.jp,Female,Fitbit Charge,Fashion,219.11,Female,Smart Devices
212.0,Torrey,Haldene,thaldene5v@linkedin.com,Bigender,Nike Air Max,mobile accesories,1001.82,Others,Fashion
213.0,Lee,Cuffe,lcuffe5w@epa.gov,Female,Nike Air Max,Fashion,329.19,Female,Fashion
214.0,Silvie,Bexley,sbexley5x@bravesites.com,Female,Sony PlayStation,Health,638.76,Female,Gaming
215.0,Lonee,Monketon,lmonketon5y@illinois.edu,Female,Sony PlayStation,Laptop,1252.72,Female,Gaming
216.0,Tillie,Matussov,tmatussov5z@ycombinator.com,Female,Canon EOS,Laptop,57.66,Female,Camera
217.0,Caddric,Ladley,cladley60@newyorker.com,Male,Samsung Galaxy,Fashion,1004.03,Male,Smart Devices
218.0,Fanny,Crother,fcrother61@forbes.com,Female,Sony PlayStation,Laptop,636.49,Female,Gaming
219.0,Russ,Pavett,rpavett62@reference.com,Male,Sony PlayStation,mobile accesories,207.35,Male,Gaming
220.0,Celestia,Vynall,cvynall63@jugem.jp,Female,Fitbit Charge,Health,695.1,Female,Smart Devices
221.0,Laurette,Curtoys,lcurtoys64@i2i.jp,Female,Canon EOS,Health,1306.39,Female,Camera
222.0,Spence,Doore,sdoore65@nps.gov,Male,Nike Air Max,mobile accesories,1263.75,Male,Fashion
223.0,Sheelagh,Prattin,sprattin66@homestead.com,Female,Samsung Galaxy,Fashion,216.41,Female,Smart Devices
224.0,Sissy,Fownes,sfownes67@umich.edu,Female,Nike Air Max,mobile accesories,933.84,Female,Fashion
225.0,Renee,Chilvers,rchilvers68@mail.ru,Female,Sony PlayStation,Health,1021.8,Female,Gaming
226.0,Lorilyn,Beaves,lbeaves69@wsj.com,Female,Amazon Echo,Health,780.36,Female,Smart Devices
227.0,Luci,Hatt,lhatt6a@ovh.net,Female,Nike Air Max,Gaming,741.28,Female,Fashion
228.0,Reeba,Bitterton,rbitterton6b@fc2.com,Female,Sony PlayStation,Laptop,489.03,Female,Gaming
229.0,Crosby,Haspineall,chaspineall6c@ezinearticles.com,Male,Sony PlayStation,Fashion,1455.33,Male,Gaming
230.0,Fletch,Boothby,fboothby6d@answers.com,Non-binary,MacBook Pro,Mobiles,580.76,Others,Laptop
231.0,Melva,Swindell,mswindell6e@nhs.uk,Bigender,Fitbit Charge,Health,29.67,Others,Smart Devices
232.0,Jermayne,Eliot,jeliot6f@state.tx.us,Male,Fitbit Charge,Gaming,101.78,Male,Smart Devices
233.0,Ruthe,Beckingham,rbeckingham6g@stanford.edu,Female,Fitbit Charge,Fashion,281.21,Female,Smart Devices
234.0,Lyda,Proby,lproby6h@wsj.com,Genderfluid,Nike Air Max,Laptop,312.88,Others,Fashion
235.0,Taddeo,Odams,todams6i@fema.gov,Non-binary,Amazon Echo,Fashion,1228.11,Others,Smart Devices
236.0,Jacquenetta,Frankel,jfrankel6j@wikipedia.org,Female,Sony PlayStation,Laptop,1088.58,Female,Gaming
237.0,Antonie,Swannell,aswannell6k@joomla.org,Female,Amazon Echo,Health,773.84,Female,Smart Devices
238.0,Lib,Matt,lmatt6l@webnode.com,Female,Sony PlayStation,Gaming,323.14,Female,Gaming
239.0,Jackqueline,Brockelsby,jbrockelsby6m@tinyurl.com,Female,Nike Air Max,Fashion,1021.54,Female,Fashion
240.0,Julina,Measor,jmeasor6n@answers.com,Agender,GoPro Hero,mobile accesories,446.33,Others,Camera
241.0,Kerr,Dubbin,kdubbin6o@cbslocal.com,Male,Sony PlayStation,Gaming,840.4,Male,Gaming
242.0,Scotty,Mustarde,smustarde6p@buzzfeed.com,Male,Sony PlayStation,mobile accesories,1288.83,Male,Gaming
244.0,Rebekkah,Dunton,rdunton6r@cnbc.com,Female,Nike Air Max,Health,1168.25,Female,Fashion
245.0,Lorri,Dumke,ldumke6s@123-reg.co.uk,Female,Nintendo Switch,Gaming,119.91,Female,Gaming
246.0,Vina,Staner,vstaner6t@stanford.edu,Female,Nike Air Max,Mobiles,1304.74,Female,Fashion
247.0,Filberte,Torresi,ftorresi6u@is.gd,Male,Sony PlayStation,Laptop,1086.68,Male,Gaming
248.0,Baxy,Domanek,bdomanek6v@hp.com,Male,Fitbit Charge,Fashion,389.08,Male,Smart Devices
249.0,Linnea,Paullin,lpaullin6w@t-online.de,Unknown,Samsung Galaxy,mobile accesories,1151.72,Others,Smart Devices
250.0,Chrissy,Clawsley,cclawsley6x@irs.gov,Male,MacBook Pro,Gaming,381.12,Male,Laptop
251.0,Nobie,Sidwell,nsidwell6y@state.gov,Male,Fitbit Charge,Laptop,542.36,Male,Smart Devices
252.0,Noelani,Hayhoe,nhayhoe6z@com.com,Female,Amazon Echo,mobile accesories,31.21,Female,Smart Devices
253.0,Reece,Crosetti,rcrosetti70@blogtalkradio.com,Male,Fitbit Charge,Mobiles,1312.52,Male,Smart Devices
254.0,Costanza,Yerby,cyerby71@myspace.com,Female,Canon EOS,Fashion,640.48,Female,Camera
